instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,jenis_penyewa
14430,2012-08-29,Fall,2012,Aug,10,Not Holiday,Wednesday,Working Day,Clear,0.72,0.6667,0.48,0.1642,34,144,178,Morning Riders
14431,2012-08-29,Fall,2012,Aug,11,Not Holiday,Wednesday,Working Day,Clear,0.72,0.6515,0.45,0.0,67,186,253,Morning Riders
14432,2012-08-29,Fall,2012,Aug,12,Not Holiday,Wednesday,Working Day,Clear,0.76,0.6818,0.4,0.0,79,281,360,Afternoon Riders
14433,2012-08-29,Fall,2012,Aug,13,Not Holiday,Wednesday,Working Day,Clear,0.74,0.6667,0.42,0.0,68,232,300,Afternoon Riders
14434,2012-08-29,Fall,2012,Aug,14,Not Holiday,Wednesday,Working Day,Clear,0.76,0.6818,0.4,0.0896,87,214,301,Afternoon Riders
14435,2012-08-29,Fall,2012,Aug,15,Not Holiday,Wednesday,Working Day,Clear,0.76,0.6818,0.4,0.194,96,242,338,Afternoon Riders
14436,2012-08-29,Fall,2012,Aug,16,Not Holiday,Wednesday,Working Day,Clear,0.76,0.6667,0.37,0.1343,104,389,493,Afternoon Riders
14437,2012-08-29,Fall,2012,Aug,17,Not Holiday,Wednesday,Working Day,Clear,0.78,0.6818,0.35,0.2239,108,762,870,Afternoon Riders
14438,2012-08-29,Fall,2012,Aug,18,Not Holiday,Wednesday,Working Day,Clear,0.74,0.6667,0.42,0.1642,119,693,812,Evening Riders
14439,2012-08-29,Fall,2012,Aug,19,Not Holiday,Wednesday,Working Day,Clear,0.7,0.6515,0.54,0.194,120,523,643,Evening Riders
14440,2012-08-29,Fall,2012,Aug,20,Not Holiday,Wednesday,Working Day,Clear,0.68,0.6364,0.57,0.0,49,378,427,Evening Riders
14441,2012-08-29,Fall,2012,Aug,21,Not Holiday,Wednesday,Working Day,Clear,0.66,0.6212,0.54,0.1045,48,265,313,Evening Riders
14442,2012-08-29,Fall,2012,Aug,22,Not Holiday,Wednesday,Working Day,Clear,0.66,0.6212,0.54,0.0,50,185,235,Evening Riders
14443,2012-08-29,Fall,2012,Aug,23,Not Holiday,Wednesday,Working Day,Clear,0.66,0.6212,0.57,0.0,34,123,157,Evening Riders
14444,2012-08-30,Fall,2012,Aug,0,Not Holiday,Thursday,Working Day,Clear,0.64,0.6061,0.69,0.0,14,51,65,Night Riders
14445,2012-08-30,Fall,2012,Aug,1,Not Holiday,Thursday,Working Day,Clear,0.64,0.6061,0.65,0.0,6,17,23,Night Riders
14446,2012-08-30,Fall,2012,Aug,2,Not Holiday,Thursday,Working Day,Clear,0.62,0.5909,0.73,0.0,3,14,17,Night Riders
14447,2012-08-30,Fall,2012,Aug,3,Not Holiday,Thursday,Working Day,Clear,0.62,0.5909,0.73,0.0,0,5,5,Night Riders
14448,2012-08-30,Fall,2012,Aug,4,Not Holiday,Thursday,Working Day,Clear,0.62,0.5909,0.73,0.0,4,4,8,Night Riders
14449,2012-08-30,Fall,2012,Aug,5,Not Holiday,Thursday,Working Day,Clear,0.62,0.5909,0.73,0.0,2,33,35,Morning Riders
14450,2012-08-30,Fall,2012,Aug,6,Not Holiday,Thursday,Working Day,Clear,0.6,0.5606,0.83,0.1642,8,155,163,Morning Riders
14451,2012-08-30,Fall,2012,Aug,7,Not Holiday,Thursday,Working Day,Clear,0.64,0.6061,0.73,0.0,31,501,532,Morning Riders
14452,2012-08-30,Fall,2012,Aug,8,Not Holiday,Thursday,Working Day,Clear,0.66,0.6212,0.65,0.0,53,701,754,Morning Riders
14453,2012-08-30,Fall,2012,Aug,9,Not Holiday,Thursday,Working Day,Clear,0.7,0.6515,0.58,0.0,57,339,396,Morning Riders
14454,2012-08-30,Fall,2012,Aug,10,Not Holiday,Thursday,Working Day,Clear,0.72,0.6667,0.54,0.0,73,161,234,Morning Riders
14455,2012-08-30,Fall,2012,Aug,11,Not Holiday,Thursday,Working Day,Clear,0.76,0.6818,0.4,0.0896,85,191,276,Morning Riders
14456,2012-08-30,Fall,2012,Aug,12,Not Holiday,Thursday,Working Day,Clear,0.76,0.6818,0.45,0.1343,73,221,294,Afternoon Riders
14457,2012-08-30,Fall,2012,Aug,13,Not Holiday,Thursday,Working Day,Clear,0.76,0.6818,0.48,0.1045,76,214,290,Afternoon Riders
14458,2012-08-30,Fall,2012,Aug,14,Not Holiday,Thursday,Working Day,Clear,0.76,0.6818,0.48,0.1343,74,199,273,Afternoon Riders
14459,2012-08-30,Fall,2012,Aug,15,Not Holiday,Thursday,Working Day,Clear,0.8,0.7273,0.46,0.1642,99,239,338,Afternoon Riders
14460,2012-08-30,Fall,2012,Aug,16,Not Holiday,Thursday,Working Day,Clear,0.8,0.7273,0.43,0.1642,77,405,482,Afternoon Riders
14461,2012-08-30,Fall,2012,Aug,17,Not Holiday,Thursday,Working Day,Clear,0.82,0.7273,0.34,0.2239,93,751,844,Afternoon Riders
14462,2012-08-30,Fall,2012,Aug,18,Not Holiday,Thursday,Working Day,Clear,0.8,0.7121,0.38,0.1343,109,744,853,Evening Riders
14463,2012-08-30,Fall,2012,Aug,19,Not Holiday,Thursday,Working Day,Clear,0.76,0.6818,0.48,0.1343,78,532,610,Evening Riders
14464,2012-08-30,Fall,2012,Aug,20,Not Holiday,Thursday,Working Day,Clear,0.74,0.6818,0.58,0.1642,68,403,471,Evening Riders
14465,2012-08-30,Fall,2012,Aug,21,Not Holiday,Thursday,Working Day,Clear,0.72,0.6818,0.66,0.1343,32,275,307,Evening Riders
14466,2012-08-30,Fall,2012,Aug,22,Not Holiday,Thursday,Working Day,Clear,0.7,0.6515,0.7,0.0,38,253,291,Evening Riders
14467,2012-08-30,Fall,2012,Aug,23,Not Holiday,Thursday,Working Day,Clear,0.7,0.6667,0.74,0.1045,19,133,152,Evening Riders
14468,2012-08-31,Fall,2012,Aug,0,Not Holiday,Friday,Working Day,Clear,0.68,0.6364,0.83,0.1642,13,69,82,Night Riders
14469,2012-08-31,Fall,2012,Aug,1,Not Holiday,Friday,Working Day,Clear,0.68,0.6364,0.83,0.1642,8,24,32,Night Riders
14470,2012-08-31,Fall,2012,Aug,2,Not Holiday,Friday,Working Day,Clear,0.66,0.5909,0.89,0.1343,9,11,20,Night Riders
14471,2012-08-31,Fall,2012,Aug,3,Not Holiday,Friday,Working Day,Clear,0.66,0.5909,0.89,0.1045,3,2,5,Night Riders
14472,2012-08-31,Fall,2012,Aug,4,Not Holiday,Friday,Working Day,Clear,0.64,0.5758,0.89,0.1343,0,7,7,Night Riders
14473,2012-08-31,Fall,2012,Aug,5,Not Holiday,Friday,Working Day,Clear,0.64,0.5758,0.89,0.1642,2,27,29,Morning Riders
14474,2012-08-31,Fall,2012,Aug,6,Not Holiday,Friday,Working Day,Mist,0.64,0.5758,0.89,0.1642,7,101,108,Morning Riders
14475,2012-08-31,Fall,2012,Aug,7,Not Holiday,Friday,Working Day,Mist,0.64,0.5758,0.89,0.0896,21,400,421,Morning Riders
14476,2012-08-31,Fall,2012,Aug,8,Not Holiday,Friday,Working Day,Mist,0.7,0.6667,0.74,0.0,36,654,690,Morning Riders
14477,2012-08-31,Fall,2012,Aug,9,Not Holiday,Friday,Working Day,Clear,0.74,0.697,0.7,0.0,61,337,398,Morning Riders
14478,2012-08-31,Fall,2012,Aug,10,Not Holiday,Friday,Working Day,Clear,0.76,0.7121,0.62,0.0896,59,197,256,Morning Riders
14479,2012-08-31,Fall,2012,Aug,11,Not Holiday,Friday,Working Day,Clear,0.86,0.7424,0.28,0.2985,88,221,309,Morning Riders
14480,2012-08-31,Fall,2012,Aug,12,Not Holiday,Friday,Working Day,Clear,0.86,0.7424,0.26,0.2537,120,290,410,Afternoon Riders
14481,2012-08-31,Fall,2012,Aug,13,Not Holiday,Friday,Working Day,Clear,0.88,0.7576,0.27,0.3284,97,271,368,Afternoon Riders
14482,2012-08-31,Fall,2012,Aug,14,Not Holiday,Friday,Working Day,Clear,0.9,0.7727,0.25,0.2239,112,324,436,Afternoon Riders
14483,2012-08-31,Fall,2012,Aug,15,Not Holiday,Friday,Working Day,Clear,0.9,0.7879,0.27,0.2985,109,417,526,Afternoon Riders
14484,2012-08-31,Fall,2012,Aug,16,Not Holiday,Friday,Working Day,Clear,0.9,0.7879,0.27,0.2537,111,417,528,Afternoon Riders
14485,2012-08-31,Fall,2012,Aug,17,Not Holiday,Friday,Working Day,Clear,0.88,0.7727,0.32,0.1642,129,488,617,Afternoon Riders
14486,2012-08-31,Fall,2012,Aug,18,Not Holiday,Friday,Working Day,Clear,0.86,0.7576,0.36,0.2537,87,459,546,Evening Riders
14487,2012-08-31,Fall,2012,Aug,19,Not Holiday,Friday,Working Day,Clear,0.8,0.7424,0.49,0.1343,91,361,452,Evening Riders
14488,2012-08-31,Fall,2012,Aug,20,Not Holiday,Friday,Working Day,Clear,0.8,0.7424,0.49,0.1343,102,254,356,Evening Riders
14489,2012-08-31,Fall,2012,Aug,21,Not Holiday,Friday,Working Day,Clear,0.76,0.7121,0.58,0.194,71,232,303,Evening Riders
14490,2012-08-31,Fall,2012,Aug,22,Not Holiday,Friday,Working Day,Clear,0.76,0.7121,0.58,0.194,65,212,277,Evening Riders
14491,2012-08-31,Fall,2012,Aug,23,Not Holiday,Friday,Working Day,Clear,0.74,0.6818,0.62,0.1045,32,142,174,Evening Riders
14492,2012-09-01,Fall,2012,Sep,0,Not Holiday,Saturday,Holiday,Clear,0.74,0.6818,0.62,0.1045,22,146,168,Night Riders
14493,2012-09-01,Fall,2012,Sep,1,Not Holiday,Saturday,Holiday,Clear,0.72,0.697,0.74,0.1343,11,68,79,Night Riders
14494,2012-09-01,Fall,2012,Sep,2,Not Holiday,Saturday,Holiday,Clear,0.7,0.6515,0.7,0.1642,8,61,69,Night Riders
14495,2012-09-01,Fall,2012,Sep,3,Not Holiday,Saturday,Holiday,Clear,0.7,0.6515,0.7,0.1045,6,29,35,Night Riders
14496,2012-09-01,Fall,2012,Sep,4,Not Holiday,Saturday,Holiday,Clear,0.7,0.6515,0.7,0.0,3,9,12,Night Riders
14497,2012-09-01,Fall,2012,Sep,5,Not Holiday,Saturday,Holiday,Clear,0.68,0.6364,0.79,0.0,2,20,22,Morning Riders
14498,2012-09-01,Fall,2012,Sep,6,Not Holiday,Saturday,Holiday,Clear,0.68,0.6364,0.79,0.0,13,23,36,Morning Riders
14499,2012-09-01,Fall,2012,Sep,7,Not Holiday,Saturday,Holiday,Mist,0.74,0.6818,0.58,0.1343,8,58,66,Morning Riders
14500,2012-09-01,Fall,2012,Sep,8,Not Holiday,Saturday,Holiday,Mist,0.76,0.7121,0.58,0.2537,28,134,162,Morning Riders
14501,2012-09-01,Fall,2012,Sep,9,Not Holiday,Saturday,Holiday,Mist,0.76,0.7121,0.58,0.194,62,175,237,Morning Riders
14502,2012-09-01,Fall,2012,Sep,10,Not Holiday,Saturday,Holiday,Mist,0.78,0.7273,0.55,0.194,128,289,417,Morning Riders
14503,2012-09-01,Fall,2012,Sep,11,Not Holiday,Saturday,Holiday,Mist,0.8,0.7576,0.55,0.2239,219,273,492,Morning Riders
14504,2012-09-01,Fall,2012,Sep,12,Not Holiday,Saturday,Holiday,Mist,0.8,0.7576,0.55,0.1642,187,284,471,Afternoon Riders
14505,2012-09-01,Fall,2012,Sep,13,Not Holiday,Saturday,Holiday,Mist,0.82,0.7727,0.52,0.0896,237,267,504,Afternoon Riders
14506,2012-09-01,Fall,2012,Sep,14,Not Holiday,Saturday,Holiday,Mist,0.86,0.7879,0.44,0.1642,240,274,514,Afternoon Riders
14507,2012-09-01,Fall,2012,Sep,15,Not Holiday,Saturday,Holiday,Mist,0.86,0.7879,0.44,0.2836,257,306,563,Afternoon Riders
14508,2012-09-01,Fall,2012,Sep,16,Not Holiday,Saturday,Holiday,Mist,0.84,0.7879,0.49,0.1642,209,253,462,Afternoon Riders
14509,2012-09-01,Fall,2012,Sep,17,Not Holiday,Saturday,Holiday,Mist,0.82,0.7727,0.52,0.0,205,258,463,Afternoon Riders
14510,2012-09-01,Fall,2012,Sep,18,Not Holiday,Saturday,Holiday,Mist,0.82,0.7727,0.52,0.0,184,258,442,Evening Riders
14511,2012-09-01,Fall,2012,Sep,19,Not Holiday,Saturday,Holiday,Light_snow,0.78,0.7424,0.62,0.0,157,235,392,Evening Riders
14512,2012-09-01,Fall,2012,Sep,20,Not Holiday,Saturday,Holiday,Light_snow,0.76,0.7273,0.67,0.2537,67,140,207,Evening Riders
14513,2012-09-01,Fall,2012,Sep,21,Not Holiday,Saturday,Holiday,Light_snow,0.64,0.5758,0.89,0.0,21,83,104,Evening Riders
14514,2012-09-01,Fall,2012,Sep,22,Not Holiday,Saturday,Holiday,Mist,0.66,0.5909,0.89,0.0,21,57,78,Evening Riders
14515,2012-09-01,Fall,2012,Sep,23,Not Holiday,Saturday,Holiday,Clear,0.66,0.5909,0.89,0.0896,57,88,145,Evening Riders
14516,2012-09-02,Fall,2012,Sep,0,Not Holiday,Sunday,Holiday,Mist,0.66,0.5909,0.89,0.0896,27,72,99,Night Riders
14517,2012-09-02,Fall,2012,Sep,1,Not Holiday,Sunday,Holiday,Clear,0.66,0.5909,0.89,0.0,15,58,73,Night Riders
14518,2012-09-02,Fall,2012,Sep,2,Not Holiday,Sunday,Holiday,Clear,0.66,0.5909,0.89,0.0,28,56,84,Night Riders
14519,2012-09-02,Fall,2012,Sep,3,Not Holiday,Sunday,Holiday,Clear,0.66,0.5909,0.89,0.0896,9,33,42,Night Riders
14520,2012-09-02,Fall,2012,Sep,4,Not Holiday,Sunday,Holiday,Clear,0.66,0.5909,0.89,0.0,7,15,22,Night Riders
14521,2012-09-02,Fall,2012,Sep,5,Not Holiday,Sunday,Holiday,Clear,0.66,0.5909,0.89,0.0,2,10,12,Morning Riders
14522,2012-09-02,Fall,2012,Sep,6,Not Holiday,Sunday,Holiday,Mist,0.66,0.5909,0.89,0.0,2,13,15,Morning Riders
14523,2012-09-02,Fall,2012,Sep,7,Not Holiday,Sunday,Holiday,Clear,0.66,0.5909,0.94,0.0896,13,29,42,Morning Riders
14524,2012-09-02,Fall,2012,Sep,8,Not Holiday,Sunday,Holiday,Clear,0.68,0.6364,0.89,0.0896,30,99,129,Morning Riders
14525,2012-09-02,Fall,2012,Sep,9,Not Holiday,Sunday,Holiday,Mist,0.7,0.6667,0.84,0.0,88,144,232,Morning Riders
14526,2012-09-02,Fall,2012,Sep,10,Not Holiday,Sunday,Holiday,Mist,0.72,0.697,0.79,0.0,158,230,388,Morning Riders
14527,2012-09-02,Fall,2012,Sep,11,Not Holiday,Sunday,Holiday,Mist,0.74,0.697,0.7,0.0,226,263,489,Morning Riders
14528,2012-09-02,Fall,2012,Sep,12,Not Holiday,Sunday,Holiday,Light_snow,0.74,0.697,0.7,0.0,248,297,545,Afternoon Riders
14529,2012-09-02,Fall,2012,Sep,13,Not Holiday,Sunday,Holiday,Light_snow,0.72,0.697,0.74,0.0896,263,230,493,Afternoon Riders
14530,2012-09-02,Fall,2012,Sep,14,Not Holiday,Sunday,Holiday,Light_snow,0.72,0.697,0.79,0.0896,249,208,457,Afternoon Riders
14531,2012-09-02,Fall,2012,Sep,15,Not Holiday,Sunday,Holiday,Light_snow,0.74,0.7121,0.74,0.1343,179,176,355,Afternoon Riders
14532,2012-09-02,Fall,2012,Sep,16,Not Holiday,Sunday,Holiday,Clear,0.74,0.697,0.7,0.0,222,252,474,Afternoon Riders
14533,2012-09-02,Fall,2012,Sep,17,Not Holiday,Sunday,Holiday,Clear,0.76,0.7273,0.66,0.0896,219,284,503,Afternoon Riders
14534,2012-09-02,Fall,2012,Sep,18,Not Holiday,Sunday,Holiday,Clear,0.74,0.7121,0.74,0.0,227,273,500,Evening Riders
14535,2012-09-02,Fall,2012,Sep,19,Not Holiday,Sunday,Holiday,Mist,0.7,0.6667,0.84,0.2239,140,152,292,Evening Riders
14536,2012-09-02,Fall,2012,Sep,20,Not Holiday,Sunday,Holiday,Mist,0.7,0.6667,0.84,0.1642,63,41,104,Evening Riders
14537,2012-09-02,Fall,2012,Sep,21,Not Holiday,Sunday,Holiday,Clear,0.7,0.6515,0.7,0.1642,79,92,171,Evening Riders
14538,2012-09-02,Fall,2012,Sep,22,Not Holiday,Sunday,Holiday,Light_snow,0.68,0.6364,0.83,0.1343,66,100,166,Evening Riders
14539,2012-09-02,Fall,2012,Sep,23,Not Holiday,Sunday,Holiday,Light_snow,0.66,0.5909,0.89,0.0896,53,70,123,Evening Riders
14540,2012-09-03,Fall,2012,Sep,0,Holiday,Monday,Holiday,Mist,0.66,0.5909,0.94,0.0,42,62,104,Night Riders
14541,2012-09-03,Fall,2012,Sep,1,Holiday,Monday,Holiday,Mist,0.68,0.6364,0.89,0.1642,18,37,55,Night Riders
14542,2012-09-03,Fall,2012,Sep,2,Holiday,Monday,Holiday,Clear,0.66,0.5909,0.89,0.1045,10,30,40,Night Riders
14543,2012-09-03,Fall,2012,Sep,3,Holiday,Monday,Holiday,Clear,0.66,0.5909,0.89,0.1343,6,22,28,Night Riders
14544,2012-09-03,Fall,2012,Sep,4,Holiday,Monday,Holiday,Clear,0.66,0.5909,0.89,0.0896,6,5,11,Night Riders
14545,2012-09-03,Fall,2012,Sep,5,Holiday,Monday,Holiday,Clear,0.66,0.5909,0.89,0.0,1,3,4,Morning Riders
14546,2012-09-03,Fall,2012,Sep,6,Holiday,Monday,Holiday,Clear,0.66,0.5909,0.94,0.0,3,12,15,Morning Riders
14547,2012-09-03,Fall,2012,Sep,7,Holiday,Monday,Holiday,Clear,0.68,0.6364,0.85,0.0,6,37,43,Morning Riders
14548,2012-09-03,Fall,2012,Sep,8,Holiday,Monday,Holiday,Mist,0.7,0.6667,0.84,0.1045,36,91,127,Morning Riders
14549,2012-09-03,Fall,2012,Sep,9,Holiday,Monday,Holiday,Mist,0.7,0.6667,0.84,0.1343,71,158,229,Morning Riders
14550,2012-09-03,Fall,2012,Sep,10,Holiday,Monday,Holiday,Mist,0.74,0.7121,0.74,0.2239,135,224,359,Morning Riders
14551,2012-09-03,Fall,2012,Sep,11,Holiday,Monday,Holiday,Mist,0.74,0.697,0.7,0.2836,187,272,459,Morning Riders
14552,2012-09-03,Fall,2012,Sep,12,Holiday,Monday,Holiday,Mist,0.76,0.7121,0.62,0.2985,191,352,543,Afternoon Riders
14553,2012-09-03,Fall,2012,Sep,13,Holiday,Monday,Holiday,Mist,0.76,0.7273,0.66,0.2537,209,357,566,Afternoon Riders
14554,2012-09-03,Fall,2012,Sep,14,Holiday,Monday,Holiday,Clear,0.74,0.697,0.7,0.2985,163,349,512,Afternoon Riders
14555,2012-09-03,Fall,2012,Sep,15,Holiday,Monday,Holiday,Clear,0.74,0.697,0.7,0.2239,168,281,449,Afternoon Riders
14556,2012-09-03,Fall,2012,Sep,16,Holiday,Monday,Holiday,Clear,0.74,0.697,0.7,0.2239,165,335,500,Afternoon Riders
14557,2012-09-03,Fall,2012,Sep,17,Holiday,Monday,Holiday,Clear,0.74,0.697,0.7,0.1343,181,317,498,Afternoon Riders
14558,2012-09-03,Fall,2012,Sep,18,Holiday,Monday,Holiday,Clear,0.74,0.697,0.66,0.1642,145,337,482,Evening Riders
14559,2012-09-03,Fall,2012,Sep,19,Holiday,Monday,Holiday,Clear,0.72,0.697,0.74,0.194,73,301,374,Evening Riders
14560,2012-09-03,Fall,2012,Sep,20,Holiday,Monday,Holiday,Clear,0.72,0.6818,0.76,0.1045,78,183,261,Evening Riders
14561,2012-09-03,Fall,2012,Sep,21,Holiday,Monday,Holiday,Clear,0.72,0.6818,0.76,0.1045,42,142,184,Evening Riders
14562,2012-09-03,Fall,2012,Sep,22,Holiday,Monday,Holiday,Mist,0.7,0.6667,0.84,0.1343,17,104,121,Evening Riders
14563,2012-09-03,Fall,2012,Sep,23,Holiday,Monday,Holiday,Mist,0.7,0.6667,0.84,0.2537,12,58,70,Evening Riders
14564,2012-09-04,Fall,2012,Sep,0,Not Holiday,Tuesday,Working Day,Mist,0.7,0.6667,0.84,0.2537,10,19,29,Night Riders
14565,2012-09-04,Fall,2012,Sep,1,Not Holiday,Tuesday,Working Day,Clear,0.68,0.6364,0.82,0.1343,15,9,24,Night Riders
14566,2012-09-04,Fall,2012,Sep,2,Not Holiday,Tuesday,Working Day,Clear,0.68,0.6364,0.82,0.1343,1,4,5,Night Riders
14567,2012-09-04,Fall,2012,Sep,3,Not Holiday,Tuesday,Working Day,Mist,0.66,0.5909,0.89,0.0896,1,9,10,Night Riders
14568,2012-09-04,Fall,2012,Sep,4,Not Holiday,Tuesday,Working Day,Mist,0.66,0.5909,0.89,0.0,0,8,8,Night Riders
14569,2012-09-04,Fall,2012,Sep,5,Not Holiday,Tuesday,Working Day,Mist,0.66,0.5909,0.89,0.0,1,37,38,Morning Riders
14570,2012-09-04,Fall,2012,Sep,6,Not Holiday,Tuesday,Working Day,Mist,0.68,0.6364,0.89,0.1045,7,165,172,Morning Riders
14571,2012-09-04,Fall,2012,Sep,7,Not Holiday,Tuesday,Working Day,Mist,0.68,0.6364,0.89,0.1045,13,480,493,Morning Riders
14572,2012-09-04,Fall,2012,Sep,8,Not Holiday,Tuesday,Working Day,Clear,0.7,0.6667,0.84,0.1642,15,617,632,Morning Riders
14573,2012-09-04,Fall,2012,Sep,9,Not Holiday,Tuesday,Working Day,Mist,0.72,0.697,0.79,0.2239,30,293,323,Morning Riders
14574,2012-09-04,Fall,2012,Sep,10,Not Holiday,Tuesday,Working Day,Mist,0.72,0.697,0.74,0.2537,42,130,172,Morning Riders
14575,2012-09-04,Fall,2012,Sep,11,Not Holiday,Tuesday,Working Day,Mist,0.74,0.697,0.7,0.2836,39,159,198,Morning Riders
14576,2012-09-04,Fall,2012,Sep,12,Not Holiday,Tuesday,Working Day,Clear,0.76,0.7273,0.7,0.2836,54,233,287,Afternoon Riders
14577,2012-09-04,Fall,2012,Sep,13,Not Holiday,Tuesday,Working Day,Clear,0.8,0.7576,0.55,0.4478,72,203,275,Afternoon Riders
14578,2012-09-04,Fall,2012,Sep,14,Not Holiday,Tuesday,Working Day,Clear,0.8,0.7576,0.55,0.4179,72,202,274,Afternoon Riders
14579,2012-09-04,Fall,2012,Sep,15,Not Holiday,Tuesday,Working Day,Clear,0.8,0.7727,0.59,0.4627,68,224,292,Afternoon Riders
14580,2012-09-04,Fall,2012,Sep,16,Not Holiday,Tuesday,Working Day,Clear,0.76,0.7273,0.7,0.4179,61,397,458,Afternoon Riders
14581,2012-09-04,Fall,2012,Sep,17,Not Holiday,Tuesday,Working Day,Clear,0.76,0.7273,0.7,0.3582,110,746,856,Afternoon Riders
14582,2012-09-04,Fall,2012,Sep,18,Not Holiday,Tuesday,Working Day,Clear,0.76,0.7424,0.75,0.2239,94,745,839,Evening Riders
14583,2012-09-04,Fall,2012,Sep,19,Not Holiday,Tuesday,Working Day,Clear,0.76,0.7273,0.7,0.2239,50,502,552,Evening Riders
14584,2012-09-04,Fall,2012,Sep,20,Not Holiday,Tuesday,Working Day,Clear,0.74,0.697,0.7,0.2537,47,338,385,Evening Riders
14585,2012-09-04,Fall,2012,Sep,21,Not Holiday,Tuesday,Working Day,Clear,0.74,0.7121,0.74,0.2537,28,240,268,Evening Riders
14586,2012-09-04,Fall,2012,Sep,22,Not Holiday,Tuesday,Working Day,Clear,0.74,0.697,0.7,0.2836,25,154,179,Evening Riders
14587,2012-09-04,Fall,2012,Sep,23,Not Holiday,Tuesday,Working Day,Clear,0.72,0.697,0.74,0.2985,12,83,95,Evening Riders
14588,2012-09-05,Fall,2012,Sep,0,Not Holiday,Wednesday,Working Day,Clear,0.72,0.697,0.74,0.2537,10,27,37,Night Riders
14589,2012-09-05,Fall,2012,Sep,1,Not Holiday,Wednesday,Working Day,Clear,0.7,0.6667,0.84,0.194,2,11,13,Night Riders
14590,2012-09-05,Fall,2012,Sep,2,Not Holiday,Wednesday,Working Day,Clear,0.7,0.6667,0.84,0.194,0,9,9,Night Riders
14591,2012-09-05,Fall,2012,Sep,3,Not Holiday,Wednesday,Working Day,Clear,0.7,0.6667,0.79,0.2836,0,4,4,Night Riders
14592,2012-09-05,Fall,2012,Sep,4,Not Holiday,Wednesday,Working Day,Clear,0.7,0.6667,0.79,0.2836,2,3,5,Night Riders
14593,2012-09-05,Fall,2012,Sep,5,Not Holiday,Wednesday,Working Day,Mist,0.7,0.6667,0.79,0.2985,1,39,40,Morning Riders
14594,2012-09-05,Fall,2012,Sep,6,Not Holiday,Wednesday,Working Day,Clear,0.7,0.6667,0.79,0.2836,7,203,210,Morning Riders
14595,2012-09-05,Fall,2012,Sep,7,Not Holiday,Wednesday,Working Day,Mist,0.7,0.6667,0.79,0.2537,11,489,500,Morning Riders
14596,2012-09-05,Fall,2012,Sep,8,Not Holiday,Wednesday,Working Day,Clear,0.72,0.697,0.74,0.194,33,692,725,Morning Riders
14597,2012-09-05,Fall,2012,Sep,9,Not Holiday,Wednesday,Working Day,Clear,0.74,0.697,0.7,0.2537,27,263,290,Morning Riders
14598,2012-09-05,Fall,2012,Sep,10,Not Holiday,Wednesday,Working Day,Mist,0.76,0.7273,0.7,0.1642,54,181,235,Morning Riders
14599,2012-09-05,Fall,2012,Sep,11,Not Holiday,Wednesday,Working Day,Mist,0.78,0.7424,0.62,0.1642,61,156,217,Morning Riders
14600,2012-09-05,Fall,2012,Sep,12,Not Holiday,Wednesday,Working Day,Clear,0.78,0.7727,0.7,0.1045,49,217,266,Afternoon Riders
14601,2012-09-05,Fall,2012,Sep,13,Not Holiday,Wednesday,Working Day,Clear,0.8,0.7879,0.63,0.1642,50,184,234,Afternoon Riders
14602,2012-09-05,Fall,2012,Sep,14,Not Holiday,Wednesday,Working Day,Clear,0.82,0.7879,0.56,0.1045,34,177,211,Afternoon Riders
14603,2012-09-05,Fall,2012,Sep,15,Not Holiday,Wednesday,Working Day,Clear,0.78,0.7727,0.7,0.194,41,204,245,Afternoon Riders
14604,2012-09-05,Fall,2012,Sep,16,Not Holiday,Wednesday,Working Day,Clear,0.76,0.7273,0.7,0.2537,86,344,430,Afternoon Riders
14605,2012-09-05,Fall,2012,Sep,17,Not Holiday,Wednesday,Working Day,Clear,0.76,0.7273,0.66,0.2537,83,780,863,Afternoon Riders
14606,2012-09-05,Fall,2012,Sep,18,Not Holiday,Wednesday,Working Day,Clear,0.76,0.7424,0.75,0.194,82,757,839,Evening Riders
14607,2012-09-05,Fall,2012,Sep,19,Not Holiday,Wednesday,Working Day,Clear,0.74,0.697,0.7,0.1642,64,598,662,Evening Riders
14608,2012-09-05,Fall,2012,Sep,20,Not Holiday,Wednesday,Working Day,Clear,0.72,0.7121,0.84,0.1642,55,357,412,Evening Riders
14609,2012-09-05,Fall,2012,Sep,21,Not Holiday,Wednesday,Working Day,Clear,0.72,0.697,0.79,0.0,18,278,296,Evening Riders
14610,2012-09-05,Fall,2012,Sep,22,Not Holiday,Wednesday,Working Day,Clear,0.72,0.697,0.79,0.0,38,181,219,Evening Riders
14611,2012-09-05,Fall,2012,Sep,23,Not Holiday,Wednesday,Working Day,Clear,0.7,0.6667,0.84,0.0896,24,126,150,Evening Riders
14612,2012-09-06,Fall,2012,Sep,0,Not Holiday,Thursday,Working Day,Mist,0.7,0.6667,0.84,0.0896,30,35,65,Night Riders
14613,2012-09-06,Fall,2012,Sep,1,Not Holiday,Thursday,Working Day,Mist,0.7,0.6667,0.84,0.0,2,16,18,Night Riders
14614,2012-09-06,Fall,2012,Sep,2,Not Holiday,Thursday,Working Day,Clear,0.72,0.697,0.79,0.0,1,7,8,Night Riders
14615,2012-09-06,Fall,2012,Sep,3,Not Holiday,Thursday,Working Day,Clear,0.7,0.6667,0.84,0.1045,0,9,9,Night Riders
